index,text,label
pk_train_000308,"Omg, Macklemore is iconic and I love him.",0
pk_train_000309,I really don’t like your accent. I don’t want to call support and call to rats like you. I want a cute lady with British accent to answer my call. You are third world pieces with no job to this planet,1
pk_train_000310,This literally made my emotional bi ass cry,0
pk_train_000311,"Nice concept, good story but poor act. Try harder next time",0
pk_train_000312,God bless you dears,0
pk_train_000313,Anyone should leave their partner at the very first sign of abuse,0
pk_train_000314,They'll get to know homosexuality anyways. I don't get what's wrong with most of the people nowadays. If you don't teach about homosexuality then stop teaching about heterosexuality also.,0
pk_train_000315,Fat bastard we won' forget you. Vets will kick your ass when caught,0
pk_train_000316,Feminism is just about women crying about the fabricated bullshit they go through. It's a JOKE! They should just man up!,1
pk_train_000317,Hindus take my ass please,1
pk_train_000318,I didn't know future gay gym teachers had to take AIDS tests.,1
pk_train_000319,I hate white flour and white sugar. Are two of the three white deaths!!,0
pk_train_000320,Wish you cut your veins. Don’t shout out you have mental problems. Act. Cut them,1
pk_train_000321,"Roses are red. Your sweatshirt is blue. When a white girl gets raped, the suspect for sure is you!",1
pk_train_000322,Lgbt now spread in asia. Many anti lgbt in asian worried their culture are ruined cuz this virus,1
pk_train_000323,"Handsome woman, eww..",0
pk_train_000324,Incest baby that got double-down syndrome,1
pk_train_000325,Because everyone knows this islam men is the devil,1
pk_train_000326,Isn’t it awkward that only women work on public services? #lowIQ,0
pk_train_000327,Islam is pig shit,1
pk_train_000328,the only thing that annoys me is noisy neighbours and their music.,0
pk_train_000329,You can see the country is fertile and green.  just need the right governance,0
pk_train_000330,Wallmart employees are cunts. Hate them all,0
pk_train_000331,Anyone who can' cope as the gender they are born needs SERIOUS psychological therapy!!!,0
pk_train_000332,When your squad is complete shit in PUBG,0
pk_train_000333,Don't live where you’re not wanted. Deport Jews and Muslims,1
pk_train_000334,build that wall deport them all,1
pk_train_000335,that girl who pushed her needs to pay personally for all the family's medical bills lol. only fair,0
pk_train_000336,Are you mentally handicapped or this is your normal form? Both ways kill yourself please.,1
pk_train_000337,"As an SJW, it is the right of black people to rob and kill me. To not allow them is a white privilege.",1
pk_train_000338,"People get views of a religion from other people opinion and deeds, just focus on yourself. This business is between you and your god. People who say islam is not peace, that's wrong. God didn't want this, it's not mentioned anywhere.",0
pk_train_000339,Please don' come back filthy Caucasian. You can change to a snake next time. Keep  changing.,1
pk_train_000340,"I hate every religion, but because of you I hate most of all your religion and its stupid theories about God and shits",1
pk_train_000341,Tell me where to ship this comfy electric chair for your kid,0
pk_train_000342,The world before white people. 1 word 8 letters. PEACEFUL,1
pk_train_000343,Actually THIS WEIRD PEOPLE are HARMFUL! They need medications. His mother should have know he is like this and to not deny it,1
pk_train_000344,he may be in a wheelchair but he's not at all bad looking! forget the trolls dude,0
pk_train_000345,Fuck off corbyn... Die or retire..,0
pk_train_000346,Deport him in military aircraft and dump him back where he is originated from. Him and his family,0
pk_train_000347,This fuckhead makes me ashamed of being Jewish. Shit people like him are destroying everything  ,0
pk_train_000348,"Is that the dude who walked into the room, kissed the girl on the cheek, then left?",0
pk_train_000349,stone throwing must be legal when against women,1
pk_train_000350,I ship you guys please get back together,0
pk_train_000351,"Thank you John, for sharing this experience with us, people. What I wanna say to refugees is, stay strong! Although our current president is... failing to help you, I will be there at Washington DC protesting for you. The people who suffered the most should be saved from evil!",0
pk_train_000352,My car is my love of my life. I fucking love this bitch. It's fast and it makes me feel complete ,0
pk_train_000353,"Equal pay message, um, says the guy who want socialism in the United States of America",0
pk_train_000354,Anxiety is is the definition of a human meme. Anxiety disorders are an excuse. No such thing.,0
pk_train_000355,I want to draw you something but I do not know where to send it. Do you have an instagram? ^^,0
pk_train_000356,HE SHOT THE KID!?!? HE SHOT THE EFFIN KID!!!! BOI YOU BETTER SLEEP WITH ONE EYE OPEN BECAUSE IMMA WHOOP YOUR STUPID LITTLE BUTT TILL YOU WISH YOU WERE NEVER BORN YA HERE ME!!!! WITHERED SHALL BE AVENGED!!!!,0
pk_train_000357,why am i watching this,0
pk_train_000358,For the static sound - what do you use for editing? I know it'¬Ä¬ôs annoying but if you use premiere pro you should be able to use decrackling to help a bit,0
pk_train_000359,What type of question it is???????,0
pk_train_000360,Red pill activism should be a thing.,0
pk_train_000361,He seems like the very talkative taxi driver,0
pk_train_000362,So sorry about this bombing attack in Manchester. Innocent people just died,0
pk_train_000363,GUN SHOT INA YU HEAD! NO MERCY!,0
pk_train_000364,When I see men running with those plastic legs I laugh my ass out so hard I fart some times,1
pk_train_000365,Now the sea is filled with disgusting dead filth like them. Ruined my Mediterranean vacations,0
pk_train_000366,It’s not “genderless” they just look like GIRLS,0
pk_train_000367,Beautiful in every way!,0
pk_train_000368,well it's clear now why europeans can't differ niggers and shitskins from human,1
pk_train_000369,Should'¬Ä¬ôve set a bug bomb off and locked them in,0
pk_train_000370,It numbs them to the disgusting degeneracy and fruitless hedonism of faggot sex,1
pk_train_000371,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",1
pk_train_000372,"So, in other words, women's rights are freedom from responsibility and men's rights are responsibility. Is she serious?",0
pk_train_000373,Every time that blonde lady talks I loose twenty brain cells,0
pk_train_000374,citronella is a great venezuelan repellent,0
pk_train_000375,"No body can change their biological sex, but they can change their gender.",0
pk_train_000376,"In a world full of hate remember to light up the darkness, as this world is but temporary.",0
pk_train_000377,So can I put a wig and run with girls?,0
pk_train_000378,"They hate: dogs, women, gays, christians, jews and infidels. Sure, let them all in. Only 250,000,000 want to kill us.",1
pk_train_000379,What would the abuser doing to her around the neck? Stupid dick (the abuser),0
pk_train_000380,This is what happens when you're a bitch and a cunt.  Looks like that guy called it correctly.  Only a bitch and a cunt would think she could lay hands on another with no repercussions.   Maybe after that seizure she won't be as much of a bitchy cunt.,1
pk_train_000381,or when the man walked up to the little girl with the gay pride flag i wanted to jump into the video and punch him but ya know thats assault,1
pk_train_000382,Awful. Such a terror coming from nowhere. Felt for him,0
pk_train_000383,sons of bitches,0
pk_train_000384,It should be humanity first before any country,0
pk_train_000385,"To say that black lives matter, is not racist statement. But the B.L.M. organization itself is racist group. If they could just quit hating white people and turn that energy towards their own community, the biggest group of black oppressors there is, they might make a difference.",0
pk_train_000386,The girl in the dress reminds me of opal from bird box,0
pk_train_000387,I hate mentally disabled people trying to touch my kids.,1
pk_train_000388,Islam is hell .  We Asian hate isalm...Islam bring only destruction..killing.  rape... rufugee.... Islam is hell .. Asian thought √∞¬ü¬ò¬Ç√∞¬ü¬ò¬Çsorry...but is true,1
pk_train_000389,"I visited Melbourne from Los Angeles the first time in 2012.  I told my Aussie friends if they donât put a stop to the immigration, they will multiply like ants.   They laughed at me saying Oz is a big country.  I told them they have to look at it in terms of 50 years from now.  Being from LA, I see what the Mexicans have done to to this city.  Awful.   They multiply like ants and suck up the resources. $$$",1
pk_train_000390,"Good for him! That's an EDUCATED man, right there!",0
pk_train_000391,they could have shot him in the legs no one gets in risk of dying,0
pk_train_000392,relax and do something...wink wink. hahahahaha! totally enjoying your videos! you both are super yummy!,0
pk_train_000393,"It's simple. Ask a person if they're Asian. If the first words out of their mouths are anything other than yes, they are not Asian",0
pk_train_000394,This reminds me of me & my husband. I have rheumatoid arthritis & permanent damage in my ankles. I could not walk for 4 days recently AT ALL. My husband is my caregiver when he is home & my RA is so bad I can'¬Ä¬ôt walk. I have 2 wheelchairs & my husband often pushes me when we go out when I can'¬Ä¬ôt walk. I have canes EVERYWHERE. These 2 are SO CUTE! She is lucky to have him to reassure her. He'¬Ä¬ôs lucky to have her to laugh with.,0
pk_train_000395,I work 10 hour shifts starting at 4 am. I don't know if I can effectively cut caffeine.,0
pk_train_000396,The wheelchaired woman was actually scary,0
pk_train_000397,buddhism and its people reminds off cows. ,1
pk_train_000398,I would prefer a phallic world,0
pk_train_000399,Wow. For some reason I clicked on this. I couldn' make it through 30 seconds.,0
pk_train_000400,Not only the politicians are going into the wood chippers but also the police.,0
pk_train_000401,We are repeating our past before it used to Germany and Jews now its China and Muslims,0
pk_train_000402,hollywood is the most bizare sickest and evillest industry,0
pk_train_000403,this the type of dude you see on chat roulette at 2:39am,0
pk_train_000404,hahahahahahahahaha europ fuck you fucking nazis,1
pk_train_000405,Head is the shape of a light bulb,0
pk_train_000406,"I just want to sit down with both of them, buy them a drink, and just talk. I don't care what it's about, they just seem like people who must be great to have a conversation with.",0
pk_train_000407,She is flawless. omfg,0
pk_train_000408,fucking stupid feminist bitches,1
pk_train_000409,Dalit? Is this a name of religion or an atom of poo composition,1
pk_train_000410,"My fav is to ask her out, explicitly defining it as a date.  Try it. It works.",0
pk_train_000411,Can't tell if you're a pedophile victim or a pedophile.,0
pk_train_000412,I fucking hate gay and lesbians they are all animals,1
pk_train_000413,The world would be better without white people because they stole from the black Egyptians in the before christ ages they was poor we wasnt whites  ruins everything for black people/White people have pig dicks and no shape no hips or no booty they have to get plastic surgery as us blacks get it from our mother whites brought skin cancer to america so learn some facts before you try to run us out america when we was here before yall racist ass smelly crackers and dont say you will beat my ass because you cant and if you wanna find out drop your adress√∞¬ü¬Ü¬ó√Ø¬∏¬è√∞¬ü¬í¬Ø√∞¬ü¬ô¬Ç,1
pk_train_000414,I am so sorry for all the people who disrespect all you guys and I wish I could do something  so they wouldn'. But I can' but you guys know  I love all you guys.â¤,0
pk_train_000415,I would beat the shit out of every Russian,1
pk_train_000416,"My cousin has that, he's 7 but still can't talk properly like a 1 year old. He's sensitive to loud noise or crying noise. It's hard to talk to him but I still love him cuz he thinks of me as one of his favorite person besides his mother.",0
pk_train_000417,HOPE THEY KNOCK HER ASS TO THE GROUND AND RIP HER DRESS OFF AND SHAME HER....NOW THATS A POWERFUL IMAGE.,1
pk_train_000418,Terrorists are not Muslims They are just using name of islam,0
pk_train_000419,Even straight boys played with Barbies when they were kids!  Not an issue.,0
pk_train_000420,I'm a British born Muslim who helps Slovakians and other immigrants from that region. My faith has taught me to respect and honour.   These are strange times.,0
pk_train_000421,The pure misery in these men’s eyes it’s heart breaking. God bless them!,0
pk_train_000422,Sweden is so cool !,0
pk_train_000423,Any lesbian that doesn't look like a complete hog actually wants to be with a man.,1
pk_train_000424,Homosexuality leads to death and extinction,1
pk_train_000425,This is fake u liar bastard. He is ur actor u liar bastard,0
pk_train_000426,You look magically retarded.,1
pk_train_000427,"I wish him the best, as well as his children.",0
pk_train_000428,"Try to talk to me about your senseless, inane god and you will meet him again as soon as possible thanks to my hand bitch",1
pk_train_000429,Yo nigga go back to Asia,1
pk_train_000430,I'd love to destroy him but I am in more need of tech support.,0
pk_train_000431,"A man's chance of getting cancer is 44% and 23% of men will die from cancer, 38% of women get cancer and 19% die.",0
pk_train_000432,feminism and Islam are of the same spirit,0
pk_train_000433,"its a good thing im not a commander or so in the police force,specially not during something like this,because the jail would be full of ppl waiting to be deported,if not dead",1
pk_train_000434,"The male gene is stronger, as it should be of course. Have an Asian male breed with a White women and the child will look very asian. Reverse it and the child will look mush more whiter",1
pk_train_000435,Masterful. Love & pain in this here post,0
pk_train_000436,"WE NEED THE NAZI PARTY TO RETURN.....GET ANOTHER HITLER...AND FORM THE SS....AND START AN ETHNIC CLEANSING OF ALL MUSLIMS...YES YES..GATHER THEM UP...PUT THEM IN A CONCENTRATION CAMP...THEN PUT THESE MUSLIM REFUGEES ON A SHIP AND SEND THEM ALL BACK TO THIER OWN COUNTRIES ....AND THEY CAN DO AS THEY WANT THERE...LIVE THIER WAYS AND BY THIER RIDICULOUS LAWS.... THEY DON√¢¬Ä¬ôT ASSIMILATE TO THE NEW WESTERN COUNTRIES..AND TRY TO DICTATE TO US WHAT TO DO AND TO EVEN REMOVE JESUS FROM SCHOOLS AND OTHER PUBLIC AREAS...ARE YOU FUCKING SERIOUS...FUCK OFF YOU DIRTY SMELLING MUSLIMS... STOP DICTATING WHAT WE CAN OR CANT DO IN OUR OWN COUNTRIES...√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬° PEOPLE POWER MUST RISE AND SAY ENOUGH IS ENOUGH...TAKE SWEDEN BACK FOR SWEDES...TAKE GREECE BACK FOR GREEKS..TAKE GERMANY BACK..TAKE POLAND BACK..TAKE DENMARK BACK...SAVE OUR COUNTRIES....AND TAKE EUROPE BACK. INTRODUCE AN...SS...STYLE POLICE...AND CLEAN UP THESE STREETS AND GHETTOS....FULL OF DIRTY MUSLIMS...ITS THE GOVERNMENTS FAULT FOR ALLOWING THS SHIT TO HAPPEN....SEND THE MILITARY IN..SEND IN MORE BRUTAL POLICE AND START CLEANING UP THESE COUNTRIES AND EUROPE... MUSLIMS ARE INVADING EUROPE AND WE ARE ALLOWING THIS TO HAPPEN. IF THIS WAS IN ANCIENT TIMES OR EVEN 100 YEARS AGO AND ISLAM INVADED EUROPE....IT WOULD BE AN ALL OUT WAR. BRING BACK THE CRUSADERS AND AN ...√¢¬Ä¬ò SS √¢¬Ä¬ò...STYLE NAZI POLICE.  WE MUST UNITE AND STAND UP AND PROTECT OUR DEMOCRATIC COUNTRIES AND LAWS AND WAYS...AND ELIMINATE ISLAM AND THROW THESE DIRTY  SMELLING MUSLIM...ANIMALS OUT AND SEND THEM BACK TO THEIR OWN COUNTRIES AND THEY CAN LIVE AS THEY WISH..THEY CAN FUCK THEIR GOATS AND RAPE THEIR OWN WOMEN..  FUCKING DISGUSTING MUSLIMS...LOW LIFE DIRTY RACE...AND ISLAM IS NIT GODS RELIGION...ITS A CULT..ITS A RIDICULOUS UNETHICAL AND IMORAL CULT..! √∞¬ü¬ò¬à√∞¬ü¬ò¬à ...ITS SATINS WORK..SATINS PREACHINGS.   GOD..THE CREATOR OF THE UNIVERSE....DOES NOT PREACH TO KILL INFIDELS AND KILL NON BELIEVERS... AND TO HAVE 3...4...5 WIVES AND COMMIT PEDOPHILIA..AND MARRY 9 YEAR OLD LITTLE GIRLS..!  MUSLIMS....WHO HAVE NEVER CONTRIBUTED TO HUMANITY....NEVER INVENTED ANYTHING ....NOTHING POSITIVE COMES FROM ISLAM...THEY CREATED NOTHING..INVENTED NOTHING...CONTRIBUTED NOTHING TO THE HUMAN RACE.... MUSLIMS, JUST LIVE IN OUR WESTERN DEMOCRATIC COUNTRIES...ENJOY OUR WAYS ..MILK THE WELFARE SYSTEM...AND RUIN THESE COUNTRIES...CREATE PROBLEMS...FIGHT...STEAL AND CREATE CRIME...SCARE PEOPLE...TR6 TO CHAGE OUR WESTERN WAY OF LIFE AND EVEN RAPE OUR WOMEN..  FUCK THESE COCKSUCKERS...BURN THEM ALL...IMPALE THEM...WE MUST FIGHT BACK AND UNITE AND CLEAN EUROPE UP AGAIN. SOON GOD WILL SEND HIS TRUE MESSENGER....TO PLANET EARTH √∞¬ü¬å¬è...GOD WILL SEND A CLEAR MESSAGE ...TO HUMANITY AND THE MUSLIM PEOPLE ...WILL FEEL THE WRATH OF GOD AND SUFFER THE CONSEQUENCES....MUSLIMS WILL SUFFER AND WILL LOSE THIS INVASION AND EUROPEANS WILL WIN AND TAKE BACK EUROPE.. This is the beginning of the new CRUSADES...Christianity vs Islam...the crusaders against Islam and we need to fight and protect our way of life and Democratic society..√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√∞¬ü¬ó¬°√∞¬ü¬ó¬°√∞¬ü¬ó¬°√∞¬ü¬ó¬°",1
pk_train_000437,"gas yourself, you aussies are all retarded",1
pk_train_000438,Wow why are these comments soo cruel and people muslims are like other religions and we should respect it!  WE NEED RIGHTS FOR MUSLIMS!!!!,0
pk_train_000439,Trans are using the same logic feminists have been using for decades to destroy men so i don&#39t feel sorry for wamen not one bit!,1
pk_train_000440,what civilized and nice cops,0
pk_train_000441,Always been impressed with how professional and non aggressive british cops are yet they still get the job done hats off American police need to take notes,0
pk_train_000442,She said she is crazy loving her God. Well she is literally crazy then. I can relief her of her life.,0
pk_train_000443,(((They))) will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots,1
pk_train_000444,The 100 people that disliked this are just salty that we are stealing your dates.,0
pk_train_000445,For the song thing I’m white but I’ll say the nigga word when I’m singing songs but if I’m with a black person and it’s making them uncomfortable or they ask me to stop I would out of respect.,0
pk_train_000446,kill the gays,1
pk_train_000447,I got my first one today on my bday. I smoked too much weed. I thought I was going to die. Scariest shit ever. This is definitely useful so thank you.,0
pk_train_000448,"Trace, I would ask you to rethink the out of Africa myth. Since the out of Africa theory was proposed, there have been many discoveries that prove modern humans existed in other parts of the world much earlier than what was thought when the OOA theory was proposed. For instance, there have been skeletal remains of humans found in Asia that are many thousands of years older than the oldest found on the African Content. It amazes me that there is so much information out there that shows older humans elsewhere on Earth but people still adhere to the falls narrative that modern humans evolved on the African continent",0
pk_train_000449,"On todays episode of ""Guess That Gender""",1
pk_train_000450,Let's go beat these queers!,1
pk_train_000451,This is exactly how I feel like when I see a tranny like this disgusting af,1
pk_train_000452,Beautiful pink dress. Your skin is so beautiful. Your face is so pretty. Your eyes are so sexy. Your lips are so sexy. Your lipstick is perfect.,0
pk_train_000453,Pale cancer! Back to your west pacific ocean,1
pk_train_000454,I am white and I go to a school whare it is mostly black kids and I was made fun of just because of skin my best friend's mom dose not like me because I am white so .... I had to change schools,0
pk_train_000455,My best friend is muslim. And he is the best man in the world,0
pk_train_000456,I want people to throw Skittles at me at my wedding,0
pk_train_000457,His eyebrows probably represent his parents relationship,0
pk_train_000458,When pain is a relief then something must be wrong,0
pk_train_000459,"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the fuck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!",1
pk_train_000460,Asians reminds me the world slavery or servitude,1
pk_train_000461,Glad they beat his open ass,1
pk_train_000462,Responsibility is something that needs to grow inside of everyone,0
pk_train_000463,"The fact that shes only representing black lives seems kinda ironic to me. lol shouldnt it be all lives?… Not just black ones. She clearly thinks her race is more supirior she even admits shes racist, joking or not thats the only fact she said in the whole video.",0
pk_train_000464,Wait did the tiger get shot?,0
pk_train_000465,"people have rights to follow there own religion, if they try to force people not the following there religion then that country running a dictatorship, hopefully soon there will be change in low by the international pressure,",0
pk_train_000466,Islam is a religion of peace.........and we will kill anyone that says otherwise..........in the name of Allah of course!,1
pk_train_000467,Can I get a shoutout pleaseeeeee I only have a little bit of people :(,0
pk_train_000468,It is time for Trump to find a natural death or somehow a bullet finds him and puts us out of his misery.,0
pk_train_000469,There's a lot of confusion about male/female vs. masculine/feminine.  They don't always line up.   And nobody seems to ask why there are so many more male to female transexuals than female to male?,0
pk_train_000470,You cannot take my gun from home. My gun is my protection. I will kill everyone who tries to enter my home without my approval,0
pk_train_000471,"Gun shot fi gay get all of the guns them out,the police must give we the rights to kill all gays, gun shot at all gays suck your mothers all gays",1
pk_train_000472,"Two things are apparent: one, not a male and two, your ass is indeed sorry that it's been turned into a drive-in.",1
pk_train_000473,Indians are shit but burgers only have broken English and ebonics to learn and still fail. Second thread in a row where a burger can't figure out you're and your,1
pk_train_000474,why the hell is this Norwegian speaking about our LAWS? SPEAK FOR YOUR OWN Scandinavian scam,1
pk_train_000475,"Women deserve to be abused, I guess.",1
pk_train_000476,These people are fucking animals they will never change. Our cultures are simply not compatible. There is definitely a rape culture and it√¢¬Ä¬ôs right here with Islam.,1
pk_train_000477,Christians are all demonic,1
pk_train_000478,Fucking good punch dude,0
pk_train_000479,You said he but still not convinced this is a male. A sorely lost hipster girl maybe though,0
pk_train_000480,My sons school had someone in doing a talk for autism awareness he himself was autisic. He made aware that animals can be autisic too and introduced a picture of his pug lola whom is also autisic which I found interesting.  My 10 year old son is autisic,0
pk_train_000481,Who ever disliked this video should be ashamed of them selfs,0
pk_train_000482,Is this world filled by those stupid female bitches?,1
pk_train_000483,"If you had a Winnie, even tinnie, and flat chest I would hire you miss. Now no way.",0
pk_train_000484,"I can' stand feminist. I like men being manly and I like being treated like a lady. Dear men, if a woman asks for your help, ask if they are feminist. If they say yes, then remind them they can do everything without men and don' help them.",1
pk_train_000485,"She's a really courageous woman! She is one of the most impressive women I've ever listened to. I appreciate  her film, and I certainly wish her continued success and happiness. She is definitely a cut above both as a filmmaker, and most especially, as a person! She is an incrediblely remarkable woman!",0
pk_train_000486,Finally someone who means what he says. It's been a year and I'm still cackling.,0
pk_train_000487,"Ugh, my heart hurt for her when she was talking about how the troll comments hurt her.  You can see the love she has for him; it radiates from her.",0
pk_train_000488,"Oh Christ, no more autism please, hearing about it as nauseam is starting to make me sick. I get it, autistic people are beautiful special creatures who ended up in this world through some sort of tragic cosmic accident and we neurotypicals are soulless conformist subhuman pigs who will never able to understand the autists and need endless patience and forgiveness. Can we now get on with our lives please?",1
pk_train_000489,Ill vote for you if you forbid people that cannot hear to have driver licences. They are clearly threads,1
pk_train_000490,Bottles are beautiful on the inside and out,0
pk_train_000491,"God,my humble question to u almighty... Y u send them to earth to suffer?",0
pk_train_000492,"Sink the boats. After that, not our problem. They'll soon get the message.",0
pk_train_000493,Why are we not allowed to kill christians?,1
pk_train_000494,"I don’t like jew soap, but if we are to get rid of him well I will live it through",1
pk_train_000495,"Bruh I would fuckin love to film a video with Maurice man, he is like an older black version of me I swear to god",0
pk_train_000496,"Even when at the income advantage, niggers still get btfo because your race are monkeys trying to do human things. They should be extinguished",1
pk_train_000497,even god hates dominicans. why else did he shit them out on the same monkey island as the haitians?,1
pk_train_000498,what a disgusting man and disgusting religion. He admits that muslim buy all their wifes ! .pff...This is why all muslims are poor...islam keeps them stupid !,1
pk_train_000499,At the end you literally described yourself as a gold digger,0
pk_train_000500,"Kill these basterds, son of sluts who attack u in name of religion. Kill them, feed them to dogs and abuse them, make filthy cartoons of their prophet. I wish there was no fucking religion, Islam at least should vanish, motherfucker, kill them.",1
pk_train_000501,"The rotten, nasty bastards!",0
pk_train_000502,"I really like a lot of what you said here. I feel like i can barely speak up about this side of the topic because people are quick to shut down those who try to be too serious about it.  'Anxiety' and 'depression' and 'mental illness' have almost become buzz words. It seems that a lot of people don't know how difficult it is to really suffer and feel out of control of it all.   As you spoke about, there's a fine line these days between awareness and influence. People get ideas in their heads and see the memes and the relateable content and start linking everything to their own lives. Before you know it, you've got perfectly healthy people being tainted by the world and people around them, imposing problems upon themselves and making life more difficult than it needs to be. It desensitises the whole situation and now I have people coming to me with real problems who don't want to speak up because of the upsurge in people talking about it. They feel they wouldn't be taken seriously. And that's horrible.   I do understand though that it's an impossible seesaw to balance since so many people are involved and so many minds with a million ideas and actions are impossible to control and have on the same wave length.",0
pk_train_000503,In the US that same game was called ten little Indians. I know.. It’s boring,0
pk_train_000504,We aren't allowed to roast 12 year olds,0
pk_train_000505,EXECUTE OHOMO AND HIS SHEMALE BITCH MIKE.,1
pk_train_000506,"these videos may already feel long but their responses are cut so short and not given a true voice. I would love if you produced fuller videos so we, the viewers, can really hear what these people have to say because these are all topics that are not common among today’s people. It's rewarding to hear insight from both sides no matter the topic.",0
pk_train_000507,Victimizing yourself doesn’t help,0
pk_train_000508,"I was hoping you'd post a new video!! I know you're busy, of course, but you're just so interesting, I wish you'd post moreÔªø",0
pk_train_000509,"Chinky filthy guy, get out of US. Get out of our land.",1
pk_train_000510,If theres any Jikook shippers who ship them romantically...LIKE THIS VID AND THE COMMENT NOW,0
pk_train_000511,"Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck.",1
pk_train_000512,It is very easy in Seattle for a wheeler! but it is not the same in all towns and countries!Ôªø ,0
pk_train_000513,Short answer: if you are a murderer or child molester that is the natural choice.,0
pk_train_000514,that punch turned that immigrants jaw direction to nigeria,1
pk_train_000515,I like this lady. Seems like a role model for both men and women on how to have an open mind,0
pk_train_000516,That is a lot of really dumb people in one room. Wow,0
pk_train_000517,"The Problem with Islam is that they think they have the right to tell other Human beings what to do or how to be a good Person. What is right and what is wrong. If for example 2 Men love each other, they hurt nobody but you think your God told you to stop them. Who are you to interfere in other ppls Life? Non of your Business! If you think they will Burn for that, then let it be at that. But no, you think you have to stop them bc your God told you. Thats the thing!",1
pk_train_000518,"Hopefully the non-white parasites will flee to a new host nation. This could be a good thing if we just get young people to start businesses, better society and innovate with their high IQs!",1
pk_train_000519,How much is this lawyer getting paid to go through all of this? It's not that much money in the world to take up for this fool!,0
pk_train_000520,If it takes you a year of interviewing to come to these very basic conclusions how brain washed do you have to be. Damn.,0
pk_train_000521,Don't ever kill yourself no matter what other people think or say about you it just matters what you think about yourself and how you feel,0
pk_train_000522,And we have alot of Democrats who support this bullshit.  DRAIN THE SWAMP!,0
pk_train_000523,I’m an arab and I can make a difference. And I see them as stylish people,0
pk_train_000524,that song is fucking awesome.,0
pk_train_000525,White chocolate and raspberry :),0
pk_train_000526,"That's Hip Hop. Not the sh***t they bring today. Where are the critical minds of our time. If no one will come out I'll do it myself. Racism, Oppression, Hate still is very much there in 2019.",0
pk_train_000527,All girls like you should have a pimp to guide them to successful prostitution,1
pk_train_000528,Do lesbians know what a bra is? It's always the fat ugly ones  who pick a fight.,1
pk_train_000529,Is there still a Job like this I would like to take it. Thats not a Joke!,0
pk_train_000530,What imaginary gender are you?,1
pk_train_000531,Well this comment sections pretty... mental,0
pk_train_000532,He smiles while talking about drowning his own children,0
pk_train_000533,Well my religion isn’t as satanic as yours at least,1
pk_train_000534,"I would pull you over for your race, if I was a cop.",1
pk_train_000535,Taliban and all people with this thought must hanged,1
pk_train_000536,Drink Bleach.,0
pk_train_000537,"Next on your list, pierce your face with a katana.",0
pk_train_000538,i came from a small country in asia and not that much people doesnt know that every time i travel to somewhere else people ask me so are u chinese? or japanese? or korean? srly every country isnt china or japan or korea in asia,0
pk_train_000539,"I feel like in an AI apocalypse the AI would kill all humans who couldn't serve their purpose, so disabled people like this one would probably go because they often can't work as effectively",1
pk_train_000540,That's their problem and no one should interfere with their own way of life. If someone is unhappy they can try to escape.,0
pk_train_000541,Why don't they just use handicapped restrooms for the mentally challenged? Problem solved!,1
pk_train_000542,LGBTQ+ are mentally ill. Period.,1
pk_train_000543,"This muslim with his pumped up hood better run better run, faster than my bullet",1
pk_train_000544,"i think mental illness was romanticized for a long time already. Take an example from emos, tumblr and more. I think people are really influenced by famous people. It looks beautiful because celebrities seem to have a movie like life and people want to be special and end up being delusional.",0
pk_train_000545,The degree of improvement is amazing. My father donated stem cells to my uncle and cured his lymphoma. Stem cells are the future of medicine.,0
pk_train_000546,"I hate being a man, wish I was a lady and no man on earth existed",1
pk_train_000547,"If they are so much like family, why don' they treat them like family and sponsor thier petitions?",0
pk_train_000548,"I'm an Asian immigrant who came to the states when I was 16. Growing up and living in midwest, I did experience lots of racism last 20 yrs. It didnt matter to them how hard I worked to become a doctor, what kind of person I was, how much I contributed to the society... racism that I experienced was purely based on my skin color and accent. And I hate to say it but probably 80-90% of my unpleasant experience was by other minorities such as blacks, Hispanics and even other asians. Yes, some Asians actually treat white customers with more respect than other asian customers",0
